company,period,metric,value
manufacturetech_co,2024-07,gross_profit,3255573.436737325
manufacturetech_co,2024-07,sales_marketing,902586.4694955646
manufacturetech_co,2024-07,rd,0.0
manufacturetech_co,2024-07,ga,1107230.3226057556
manufacturetech_co,2024-07,ebitda,1245756.6446360047
manufacturetech_co,2024-07,net_income,905970.6659291105
manufacturetech_co,2024-07,cash,13304042.706970792
manufacturetech_co,2024-07,accounts_receivable,16955599.867875762
manufacturetech_co,2024-07,inventory,12984693.761225332
manufacturetech_co,2024-07,accounts_payable,8989403.373155998
manufacturetech_co,2024-07,debt,23750000.0
manufacturetech_co,2024-07,equity,10504932.962915888
manufacturetech_co,2024-07,operating_cash_flow,934834.0670251413
manufacturetech_co,2024-07,investing_cash_flow,-495355.6174081157
manufacturetech_co,2024-07,financing_cash_flow,92333.3638465187
manufacturetech_co,2024-07,net_cash_flow,531811.8134635444
manufacturetech_co,2024-07,total_assets,43244336.336071886
manufacturetech_co,2024-07,total_liabilities_and_equity,43244336.336071886
manufacturetech_co,2024-08,revenue,9332780.296688484
manufacturetech_co,2024-08,cogs,5917515.031399441
manufacturetech_co,2024-08,gross_profit,3415265.265289043
manufacturetech_co,2024-08,sales_marketing,1023481.3884157368
manufacturetech_co,2024-08,rd,0.0
manufacturetech_co,2024-08,ga,965509.0253519579
manufacturetech_co,2024-08,ebitda,1426274.8515213483
manufacturetech_co,2024-08,net_income,1048580.049368532
manufacturetech_co,2024-08,cash,14055158.24235064
manufacturetech_co,2024-08,accounts_receivable,17110097.210595552
manufacturetech_co,2024-08,inventory,12821282.568032123
manufacturetech_co,2024-08,accounts_payable,8876272.547099162
manufacturetech_co,2024-08,debt,23750000.0
manufacturetech_co,2024-08,equity,11360265.473879155
manufacturetech_co,2024-08,operating_cash_flow,1049872.704915897
manufacturetech_co,2024-08,investing_cash_flow,-421530.16074284376
manufacturetech_co,2024-08,financing_cash_flow,122772.99120679492
manufacturetech_co,2024-08,net_cash_flow,751115.5353798482
manufacturetech_co,2024-08,total_assets,43986538.02097832
manufacturetech_co,2024-08,total_liabilities_and_equity,43986538.02097832
manufacturetech_co,2024-09,revenue,8981711.736318639
manufacturetech_co,2024-09,cogs,5703976.275368864
manufacturetech_co,2024-09,gross_profit,3277735.460949775
manufacturetech_co,2024-09,sales_marketing,795595.5430388851
manufacturetech_co,2024-09,rd,0.0
manufacturetech_co,2024-09,ga,1308551.3123255584
manufacturetech_co,2024-09,ebitda,1173588.605585331
manufacturetech_co,2024-09,net_income,848957.9150790783
manufacturetech_co,2024-09,cash,14448048.575758474
manufacturetech_co,2024-09,accounts_receivable,16466471.516584171
manufacturetech_co,2024-09,inventory,12358615.263299204
manufacturetech_co,2024-09,accounts_payable,8555964.413053295
manufacturetech_co,2024-09,debt,23750000.0
manufacturetech_co,2024-09,equity,10967170.942588555
manufacturetech_co,2024-09,operating_cash_flow,865273.1470505804
manufacturetech_co,2024-09,investing_cash_flow,-340683.30224582937
manufacturetech_co,2024-09,financing_cash_flow,-131699.51139691749
manufacturetech_co,2024-09,net_cash_flow,392890.3334078335
manufacturetech_co,2024-09,total_assets,43273135.35564185
manufacturetech_co,2024-09,total_liabilities_and_equity,43273135.35564185
manufacturetech_co,2024-10,revenue,9203664.496717978
manufacturetech_co,2024-10,cogs,5829028.2308162805
manufacturetech_co,2024-10,gross_profit,3374636.265901698
manufacturetech_co,2024-10,sales_marketing,1190140.6146751095
manufacturetech_co,2024-10,rd,0.0
manufacturetech_co,2024-10,ga,1310367.4404015946
manufacturetech_co,2024-10,ebitda,874128.2108249934
manufacturetech_co,2024-10,net_income,612384.2032184114
manufacturetech_co,2024-10,cash,14787650.0669252
manufacturetech_co,2024-10,accounts_receivable,16873384.910649627
manufacturetech_co,2024-10,inventory,12629561.166768607
manufacturetech_co,2024-10,accounts_payable,8743542.34622442
manufacturetech_co,2024-10,debt,23750000.0
manufacturetech_co,2024-10,equity,11797053.798119016
manufacturetech_co,2024-10,operating_cash_flow,522314.58173658606
manufacturetech_co,2024-10,investing_cash_flow,-336815.62376189977
manufacturetech_co,2024-10,financing_cash_flow,154102.5331920389
manufacturetech_co,2024-10,net_cash_flow,339601.4911667252
manufacturetech_co,2024-10,total_assets,44290596.144343436
manufacturetech_co,2024-10,total_liabilities_and_equity,44290596.144343436
manufacturetech_co,2024-11,revenue,9205110.767390244
manufacturetech_co,2024-11,cogs,5936882.617573298
manufacturetech_co,2024-11,gross_profit,3268228.149816946
manufacturetech_co,2024-11,sales_marketing,1185323.4642887495
manufacturetech_co,2024-11,rd,0.0
manufacturetech_co,2024-11,ga,1443682.761483299
manufacturetech_co,2024-11,ebitda,639221.9240448978
manufacturetech_co,2024-11,net_income,426808.23666213587
manufacturetech_co,2024-11,cash,14722211.872174866
manufacturetech_co,2024-11,accounts_receivable,16876036.406882115
manufacturetech_co,2024-11,inventory,12863245.671408812
manufacturetech_co,2024-11,accounts_payable,8905323.926359946
manufacturetech_co,2024-11,debt,23750000.0
manufacturetech_co,2024-11,equity,11806170.024105845
manufacturetech_co,2024-11,operating_cash_flow,469340.2554972079
manufacturetech_co,2024-11,investing_cash_flow,-495593.98566566536
manufacturetech_co,2024-11,financing_cash_flow,-39184.46458187667
manufacturetech_co,2024-11,net_cash_flow,-65438.19475033411
manufacturetech_co,2024-11,total_assets,44461493.95046579
manufacturetech_co,2024-11,total_liabilities_and_equity,44461493.95046579
manufacturetech_co,2024-12,revenue,9135336.329911172
manufacturetech_co,2024-12,cogs,6036709.995744257
manufacturetech_co,2024-12,gross_profit,3098626.334166915
manufacturetech_co,2024-12,sales_marketing,1036899.5441561914
manufacturetech_co,2024-12,rd,0.0
manufacturetech_co,2024-12,ga,1146058.2769724263
manufacturetech_co,2024-12,ebitda,915668.5130382972
manufacturetech_co,2024-12,net_income,645201.0419669214
manufacturetech_co,2024-12,cash,15079889.46368649
manufacturetech_co,2024-12,accounts_receivable,16748116.604837151
manufacturetech_co,2024-12,inventory,13079538.324112557
manufacturetech_co,2024-12,accounts_payable,9055064.993616385
manufacturetech_co,2024-12,debt,23750000.0
manufacturetech_co,2024-12,equity,12102479.39901981
manufacturetech_co,2024-12,operating_cash_flow,703089.0438672289
manufacturetech_co,2024-12,investing_cash_flow,-343076.06871437764
manufacturetech_co,2024-12,financing_cash_flow,-2335.3836412279225
manufacturetech_co,2024-12,net_cash_flow,357677.59151162335
manufacturetech_co,2024-12,total_assets,44907544.392636195
manufacturetech_co,2024-12,total_liabilities_and_equity,44907544.392636195
manufacturetech_co,2025-01,revenue,8518106.077884085
manufacturetech_co,2025-01,cogs,5526357.82356429
manufacturetech_co,2025-01,gross_profit,2991748.2543197954
manufacturetech_co,2025-01,sales_marketing,710224.3227181414
manufacturetech_co,2025-01,rd,0.0
manufacturetech_co,2025-01,ga,912536.8246718837
manufacturetech_co,2025-01,ebitda,1368987.1069297702
manufacturetech_co,2025-01,net_income,1003322.7311411852
manufacturetech_co,2025-01,cash,15580915.088405738
manufacturetech_co,2025-01,accounts_receivable,15616527.809454156
manufacturetech_co,2025-01,inventory,11973775.284389295
manufacturetech_co,2025-01,accounts_payable,8289536.735346435
manufacturetech_co,2025-01,debt,23750000.0
manufacturetech_co,2025-01,equity,11131681.446902754
manufacturetech_co,2025-01,operating_cash_flow,893965.5263710946
manufacturetech_co,2025-01,investing_cash_flow,-470854.11341923184
manufacturetech_co,2025-01,financing_cash_flow,77914.21176738404
manufacturetech_co,2025-01,net_cash_flow,501025.6247192468
manufacturetech_co,2025-01,total_assets,43171218.18224919
manufacturetech_co,2025-01,total_liabilities_and_equity,43171218.18224919
manufacturetech_co,2025-02,revenue,9074732.42782259
manufacturetech_co,2025-02,cogs,6062145.674387446
manufacturetech_co,2025-02,gross_profit,3012586.753435144
manufacturetech_co,2025-02,sales_marketing,930089.6064802315
manufacturetech_co,2025-02,rd,0.0
manufacturetech_co,2025-02,ga,1063038.88684643
manufacturetech_co,2025-02,ebitda,1019458.2601084828
manufacturetech_co,2025-02,net_income,727194.942152368
manufacturetech_co,2025-02,cash,16145160.241344322
manufacturetech_co,2025-02,accounts_receivable,16637009.451008081
manufacturetech_co,2025-02,inventory,13134648.961172799
manufacturetech_co,2025-02,accounts_payable,9093218.51158117
manufacturetech_co,2025-02,debt,23750000.0
manufacturetech_co,2025-02,equity,13073600.141944034
manufacturetech_co,2025-02,operating_cash_flow,787328.6937640938
manufacturetech_co,2025-02,investing_cash_flow,-369770.6783150367
manufacturetech_co,2025-02,financing_cash_flow,146687.1374895269
manufacturetech_co,2025-02,net_cash_flow,564245.152938584
manufacturetech_co,2025-02,total_assets,45916818.6535252
manufacturetech_co,2025-02,total_liabilities_and_equity,45916818.6535252
manufacturetech_co,2025-03,revenue,8898290.629422387
manufacturetech_co,2025-03,cogs,5946952.525190159
manufacturetech_co,2025-03,gross_profit,2951338.1042322284
manufacturetech_co,2025-03,sales_marketing,734906.2167583815
manufacturetech_co,2025-03,rd,0.0
manufacturetech_co,2025-03,ga,1365608.088027869
manufacturetech_co,2025-03,ebitda,850823.7994459779
manufacturetech_co,2025-03,net_income,593973.7182289892
manufacturetech_co,2025-03,cash,16041681.967378309
manufacturetech_co,2025-03,accounts_receivable,16313532.820607709
manufacturetech_co,2025-03,inventory,12885063.804578677
manufacturetech_co,2025-03,accounts_payable,8920428.787785238
manufacturetech_co,2025-03,debt,23750000.0
manufacturetech_co,2025-03,equity,12569849.804779457
manufacturetech_co,2025-03,operating_cash_flow,583981.9529461111
manufacturetech_co,2025-03,investing_cash_flow,-552495.8057450006
manufacturetech_co,2025-03,financing_cash_flow,-134964.4211671237
manufacturetech_co,2025-03,net_cash_flow,-103478.27396601322
manufacturetech_co,2025-03,total_assets,45240278.592564695
manufacturetech_co,2025-03,total_liabilities_and_equity,45240278.592564695
manufacturetech_co,2025-04,revenue,9453940.82204316
manufacturetech_co,2025-04,cogs,6318095.111903788
manufacturetech_co,2025-04,gross_profit,3135845.7101393724
manufacturetech_co,2025-04,sales_marketing,1053035.4295388295
manufacturetech_co,2025-04,rd,0.0
manufacturetech_co,2025-04,ga,1302411.930908636
manufacturetech_co,2025-04,ebitda,780398.349691907
manufacturetech_co,2025-04,net_income,538337.6129232731
manufacturetech_co,2025-04,cash,16204604.81913529
manufacturetech_co,2025-04,accounts_receivable,17332224.84041246
manufacturetech_co,2025-04,inventory,13689206.07579154
manufacturetech_co,2025-04,accounts_payable,9477142.66785568
manufacturetech_co,2025-04,debt,23750000.0
manufacturetech_co,2025-04,equity,13998893.067483611
manufacturetech_co,2025-04,operating_cash_flow,547149.6292793739
manufacturetech_co,2025-04,investing_cash_flow,-424620.16954901285
manufacturetech_co,2025-04,financing_cash_flow,40393.39202662009
manufacturetech_co,2025-04,net_cash_flow,162922.85175698117
manufacturetech_co,2025-04,total_assets,47226035.73533929
manufacturetech_co,2025-04,total_liabilities_and_equity,47226035.73533929
manufacturetech_co,2025-05,revenue,9633232.44502015
manufacturetech_co,2025-05,cogs,6412314.575390519
manufacturetech_co,2025-05,gross_profit,3220917.8696296318
manufacturetech_co,2025-05,sales_marketing,796926.3283384555
manufacturetech_co,2025-05,rd,0.0
manufacturetech_co,2025-05,ga,1125718.2673321883
manufacturetech_co,2025-05,ebitda,1298273.273958988
manufacturetech_co,2025-05,net_income,947458.8030942673
manufacturetech_co,2025-05,cash,16708349.52042537
manufacturetech_co,2025-05,accounts_receivable,17660926.14920361
manufacturetech_co,2025-05,inventory,13893348.246679457
manufacturetech_co,2025-05,accounts_payable,9618471.863085778
manufacturetech_co,2025-05,debt,23750000.0
manufacturetech_co,2025-05,equity,14894152.053222654
manufacturetech_co,2025-05,operating_cash_flow,1045891.044915364
manufacturetech_co,2025-05,investing_cash_flow,-528104.3153407595
manufacturetech_co,2025-05,financing_cash_flow,-14042.028284524233
manufacturetech_co,2025-05,net_cash_flow,503744.7012900803
manufacturetech_co,2025-05,total_assets,48262623.91630843
manufacturetech_co,2025-05,total_liabilities_and_equity,48262623.91630843
manufacturetech_co,2025-06,revenue,9819073.518802082
manufacturetech_co,2025-06,cogs,6297147.276513251
manufacturetech_co,2025-06,gross_profit,3521926.2422888316
manufacturetech_co,2025-06,sales_marketing,896356.4113703619
manufacturetech_co,2025-06,rd,0.0
manufacturetech_co,2025-06,ga,1255092.675599625
manufacturetech_co,2025-06,ebitda,1370477.1553188446
manufacturetech_co,2025-06,net_income,1004499.869368554
manufacturetech_co,2025-06,cash,17064534.737370305
manufacturetech_co,2025-06,accounts_receivable,18001634.784470484
manufacturetech_co,2025-06,inventory,13643819.099112043
manufacturetech_co,2025-06,accounts_payable,9445720.914769877
manufacturetech_co,2025-06,debt,23750000.0
manufacturetech_co,2025-06,equity,15514267.706182953
manufacturetech_co,2025-06,operating_cash_flow,945187.5751372721
manufacturetech_co,2025-06,investing_cash_flow,-455284.99323124887
manufacturetech_co,2025-06,financing_cash_flow,-133717.36496108814
manufacturetech_co,2025-06,net_cash_flow,356185.21694493515
manufacturetech_co,2025-06,total_assets,48709988.62095283
manufacturetech_co,2025-06,total_liabilities_and_equity,48709988.62095283
manufacturetech_co,2025-07,revenue,10259260.771605905
manufacturetech_co,2025-07,cogs,6863057.851429181
manufacturetech_co,2025-07,gross_profit,3396202.920176724
manufacturetech_co,2025-07,sales_marketing,1250498.2468212673
manufacturetech_co,2025-07,rd,0.0
manufacturetech_co,2025-07,ga,1355923.2224226727
manufacturetech_co,2025-07,ebitda,789781.450932784
manufacturetech_co,2025-07,net_income,545750.262903566
manufacturetech_co,2025-07,cash,17097908.72455264
manufacturetech_co,2025-07,accounts_receivable,18808644.747944158
manufacturetech_co,2025-07,inventory,14869958.678096559
manufacturetech_co,2025-07,accounts_payable,10294586.77714377
manufacturetech_co,2025-07,debt,23750000.0
manufacturetech_co,2025-07,equity,16731925.373449584
manufacturetech_co,2025-07,operating_cash_flow,484818.7663873405
manufacturetech_co,2025-07,investing_cash_flow,-509942.98384706705
manufacturetech_co,2025-07,financing_cash_flow,58498.20464206178
manufacturetech_co,2025-07,net_cash_flow,33373.98718233522
manufacturetech_co,2025-07,total_assets,50776512.150593355
manufacturetech_co,2025-07,total_liabilities_and_equity,50776512.150593355
manufacturetech_co,2025-08,revenue,9585267.745852813
manufacturetech_co,2025-08,cogs,6384039.071213824
manufacturetech_co,2025-08,gross_profit,3201228.6746389894
manufacturetech_co,2025-08,sales_marketing,1239875.801929474
manufacturetech_co,2025-08,rd,0.0
manufacturetech_co,2025-08,ga,1504771.9630187342
manufacturetech_co,2025-08,ebitda,456580.90969078103
manufacturetech_co,2025-08,net_income,282521.8353223837
manufacturetech_co,2025-08,cash,16886397.730549827
manufacturetech_co,2025-08,accounts_receivable,17572990.867396824
manufacturetech_co,2025-08,inventory,13832084.654296618
manufacturetech_co,2025-08,accounts_payable,9576058.606820734
manufacturetech_co,2025-08,debt,23750000.0
manufacturetech_co,2025-08,equity,14965414.645422531
manufacturetech_co,2025-08,operating_cash_flow,276731.486873244
manufacturetech_co,2025-08,investing_cash_flow,-462352.77570141683
manufacturetech_co,2025-08,financing_cash_flow,-25889.70517463736
manufacturetech_co,2025-08,net_cash_flow,-211510.9940028102
manufacturetech_co,2025-08,total_assets,48291473.252243266
manufacturetech_co,2025-08,total_liabilities_and_equity,48291473.252243266
manufacturetech_co,2025-09,revenue,10157197.439233787
manufacturetech_co,2025-09,cogs,6747187.480342113
manufacturetech_co,2025-09,gross_profit,3410009.958891674
manufacturetech_co,2025-09,sales_marketing,840133.4927511917
manufacturetech_co,2025-09,rd,0.0
manufacturetech_co,2025-09,ga,1031788.6178740086
manufacturetech_co,2025-09,ebitda,1538087.8482664735
manufacturetech_co,2025-09,net_income,1136912.3167971808
manufacturetech_co,2025-09,cash,17608398.72708048
manufacturetech_co,2025-09,accounts_receivable,18621528.63859528
manufacturetech_co,2025-09,inventory,14618906.207407912
manufacturetech_co,2025-09,accounts_payable,10120781.22051317
manufacturetech_co,2025-09,debt,23750000.0
manufacturetech_co,2025-09,equity,16978052.352570504
manufacturetech_co,2025-09,operating_cash_flow,1076869.9716416036
manufacturetech_co,2025-09,investing_cash_flow,-509173.08272735204
manufacturetech_co,2025-09,financing_cash_flow,154304.1076163991
manufacturetech_co,2025-09,net_cash_flow,722000.9965306506
manufacturetech_co,2025-09,total_assets,50848833.57308368
manufacturetech_co,2025-09,total_liabilities_and_equity,50848833.57308368
manufacturetech_co,2025-10,revenue,9509087.70470926
manufacturetech_co,2025-10,cogs,6215815.799952648
manufacturetech_co,2025-10,gross_profit,3293271.904756612
manufacturetech_co,2025-10,sales_marketing,978042.4900743143
manufacturetech_co,2025-10,rd,0.0
manufacturetech_co,2025-10,ga,1504288.8349636858
manufacturetech_co,2025-10,ebitda,810940.5797186121
manufacturetech_co,2025-10,net_income,562465.9746443703
manufacturetech_co,2025-10,cash,17679069.22436728
manufacturetech_co,2025-10,accounts_receivable,17433327.458633643
manufacturetech_co,2025-10,inventory,13467600.899897404
manufacturetech_co,2025-10,accounts_payable,9323723.699928971
manufacturetech_co,2025-10,debt,23750000.0
manufacturetech_co,2025-10,equity,15506273.882969355
manufacturetech_co,2025-10,operating_cash_flow,596354.0640539553
manufacturetech_co,2025-10,investing_cash_flow,-515769.73403556197
manufacturetech_co,2025-10,financing_cash_flow,-9913.832731592747
manufacturetech_co,2025-10,net_cash_flow,70670.49728680054
manufacturetech_co,2025-10,total_assets,48579997.582898326
manufacturetech_co,2025-10,total_liabilities_and_equity,48579997.582898326
manufacturetech_co,2025-11,revenue,9974096.559499709
manufacturetech_co,2025-11,cogs,6395020.433648558
manufacturetech_co,2025-11,gross_profit,3579076.1258511506
manufacturetech_co,2025-11,sales_marketing,831665.4035911426
manufacturetech_co,2025-11,rd,0.0
manufacturetech_co,2025-11,ga,1514899.1246256472
manufacturetech_co,2025-11,ebitda,1232511.5976343607
manufacturetech_co,2025-11,net_income,895507.0787978116
manufacturetech_co,2025-11,cash,18232632.09143467
manufacturetech_co,2025-11,accounts_receivable,18285843.69241613
manufacturetech_co,2025-11,inventory,13855877.606238544
manufacturetech_co,2025-11,accounts_payable,9592530.650472838
manufacturetech_co,2025-11,debt,23750000.0
manufacturetech_co,2025-11,equity,17031822.73961651
manufacturetech_co,2025-11,operating_cash_flow,950394.1493994426
manufacturetech_co,2025-11,investing_cash_flow,-554099.6140721227
manufacturetech_co,2025-11,financing_cash_flow,157268.33174007005
manufacturetech_co,2025-11,net_cash_flow,553562.8670673899
manufacturetech_co,2025-11,total_assets,50374353.39008935
manufacturetech_co,2025-11,total_liabilities_and_equity,50374353.39008935
manufacturetech_co,2025-12,revenue,10251494.299045047
manufacturetech_co,2025-12,cogs,6771014.689555557
manufacturetech_co,2025-12,gross_profit,3480479.6094894893
manufacturetech_co,2025-12,sales_marketing,1401235.1735529744
manufacturetech_co,2025-12,rd,0.0
manufacturetech_co,2025-12,ga,1547758.7528081837
manufacturetech_co,2025-12,ebitda,531485.6831283313
manufacturetech_co,2025-12,net_income,341696.6063380484
manufacturetech_co,2025-12,cash,17973318.633878324
manufacturetech_co,2025-12,accounts_receivable,18794406.21491592
manufacturetech_co,2025-12,inventory,14670531.827370374
manufacturetech_co,2025-12,accounts_payable,10156522.034333335
manufacturetech_co,2025-12,debt,23750000.0
manufacturetech_co,2025-12,equity,17531734.641831286
manufacturetech_co,2025-12,operating_cash_flow,281790.293115163
manufacturetech_co,2025-12,investing_cash_flow,-423670.8988028139
manufacturetech_co,2025-12,financing_cash_flow,-117432.85186869325
manufacturetech_co,2025-12,net_cash_flow,-259313.45755634416
manufacturetech_co,2025-12,total_assets,51438256.67616462
manufacturetech_co,2025-12,total_liabilities_and_equity,51438256.67616462
healthcaretech,2023-01,revenue,4607324.148695019
healthcaretech,2023-01,cogs,2086503.7527594375
healthcaretech,2023-01,gross_profit,2520820.3959355815
healthcaretech,2023-01,sales_marketing,1487540.396530654
healthcaretech,2023-01,rd,830709.9478547872
healthcaretech,2023-01,ga,815900.4109724242
healthcaretech,2023-01,ebitda,-613330.3594222842
healthcaretech,2023-01,net_income,-647705.3594222842
healthcaretech,2023-01,cash,3730918.138607775
healthcaretech,2023-01,accounts_receivable,8446760.939274201
healthcaretech,2023-01,inventory,0.0
healthcaretech,2023-01,accounts_payable,2782005.00367925
healthcaretech,2023-01,debt,8250000.0
healthcaretech,2023-01,equity,1145674.074202727
healthcaretech,2023-01,operating_cash_flow,-501589.4449901225
healthcaretech,2023-01,investing_cash_flow,-198947.50226078232
healthcaretech,2023-01,financing_cash_flow,31455.085858679933
healthcaretech,2023-01,net_cash_flow,-669081.8613922249
healthcaretech,2023-01,total_assets,12177679.077881977
healthcaretech,2023-01,total_liabilities_and_equity,12177679.077881977
healthcaretech,2023-02,revenue,4583406.146745797
healthcaretech,2023-02,cogs,2096232.7023805412
healthcaretech,2023-02,gross_profit,2487173.444365256
healthcaretech,2023-02,sales_marketing,1613433.9028546917
healthcaretech,2023-02,rd,876030.4961465949
healthcaretech,2023-02,ga,793453.6523806128
healthcaretech,2023-02,ebitda,-795744.607016643
healthcaretech,2023-02,net_income,-830119.607016643
healthcaretech,2023-02,cash,2735016.5573295476
healthcaretech,2023-02,accounts_receivable,8402911.269033961
healthcaretech,2023-02,inventory,0.0
healthcaretech,2023-02,accounts_payable,2794976.9365073885
healthcaretech,2023-02,debt,8250000.0
healthcaretech,2023-02,equity,92950.88985611917
healthcaretech,2023-02,operating_cash_flow,-674333.5697183107
healthcaretech,2023-02,investing_cash_flow,-303873.20369885577
healthcaretech,2023-02,financing_cash_flow,-17694.807861060548
healthcaretech,2023-02,net_cash_flow,-995901.581278227
healthcaretech,2023-02,total_assets,11137927.826363508
healthcaretech,2023-02,total_liabilities_and_equity,11137927.826363508
healthcaretech,2023-03,revenue,4617720.41919032
healthcaretech,2023-03,cogs,2019223.5424841128
healthcaretech,2023-03,gross_profit,2598496.876706207
healthcaretech,2023-03,sales_marketing,1734017.3982386373
healthcaretech,2023-03,rd,818345.8235768657
healthcaretech,2023-03,ga,841555.4700000791
healthcaretech,2023-03,ebitda,-795421.8151093749
healthcaretech,2023-03,net_income,-829796.8151093749
healthcaretech,2023-03,cash,1824389.8493594327
healthcaretech,2023-03,accounts_receivable,8465820.768515587
healthcaretech,2023-03,inventory,0.0
healthcaretech,2023-03,accounts_payable,2692298.0566454837
healthcaretech,2023-03,debt,8250000.0
healthcaretech,2023-03,equity,-652087.4387704646
healthcaretech,2023-03,operating_cash_flow,-619542.1521160457
healthcaretech,2023-03,investing_cash_flow,-202084.41122651414
healthcaretech,2023-03,financing_cash_flow,-89000.14462755498
healthcaretech,2023-03,net_cash_flow,-910626.7079701149
healthcaretech,2023-03,total_assets,10290210.61787502
healthcaretech,2023-03,total_liabilities_and_equity,10290210.61787502
healthcaretech,2023-04,revenue,4836240.909500561
healthcaretech,2023-04,cogs,2188049.7263579112
healthcaretech,2023-04,gross_profit,2648191.1831426495
healthcaretech,2023-04,sales_marketing,1640570.9425920988
healthcaretech,2023-04,rd,804017.7742163821
healthcaretech,2023-04,ga,939437.4833495558
healthcaretech,2023-04,ebitda,-735835.0170153873
healthcaretech,2023-04,net_income,-770210.0170153873
healthcaretech,2023-04,cash,1026304.578029803
healthcaretech,2023-04,accounts_receivable,8866441.667417694
healthcaretech,2023-04,inventory,0.0
healthcaretech,2023-04,accounts_payable,2917399.6351438817
healthcaretech,2023-04,debt,8250000.0
healthcaretech,2023-04,equity,-1274653.3896963838
healthcaretech,2023-04,operating_cash_flow,-596081.4355726986
healthcaretech,2023-04,investing_cash_flow,-254006.88809280732
healthcaretech,2023-04,financing_cash_flow,52003.052335876244
healthcaretech,2023-04,net_cash_flow,-798085.2713296297
healthcaretech,2023-04,total_assets,9892746.245447498
healthcaretech,2023-04,total_liabilities_and_equity,9892746.245447498
healthcaretech,2023-05,revenue,4994310.3178523965
healthcaretech,2023-05,cogs,2263902.592432335
healthcaretech,2023-05,gross_profit,2730407.7254200615
healthcaretech,2023-05,sales_marketing,1928984.2921892519
healthcaretech,2023-05,rd,983735.4833641559
healthcaretech,2023-05,ga,743275.2806965173
healthcaretech,2023-05,ebitda,-925587.3308298634
healthcaretech,2023-05,net_income,-959962.3308298634
healthcaretech,2023-05,cash,0.0
healthcaretech,2023-05,accounts_receivable,9156235.582729394
healthcaretech,2023-05,inventory,0.0
healthcaretech,2023-05,accounts_payable,3018536.78990978
healthcaretech,2023-05,debt,8250000.0
healthcaretech,2023-05,equity,-2112301.2071803864
healthcaretech,2023-05,operating_cash_flow,-850127.1788956444
healthcaretech,2023-05,investing_cash_flow,-250999.32363176983
healthcaretech,2023-05,financing_cash_flow,-44321.86214519097
healthcaretech,2023-05,net_cash_flow,-1145448.3646726052
healthcaretech,2023-05,total_assets,9156235.582729394
healthcaretech,2023-05,total_liabilities_and_equity,9156235.582729394
healthcaretech,2023-06,revenue,5113740.5773171205
healthcaretech,2023-06,cogs,2367461.8353768317
healthcaretech,2023-06,gross_profit,2746278.741940289
healthcaretech,2023-06,sales_marketing,1786034.286832332
healthcaretech,2023-06,rd,816792.7077875314
healthcaretech,2023-06,ga,910266.5398500032
healthcaretech,2023-06,ebitda,-766814.7925295774
healthcaretech,2023-06,net_income,-801189.7925295774
healthcaretech,2023-06,cash,0.0
healthcaretech,2023-06,accounts_receivable,9375191.05841472
healthcaretech,2023-06,inventory,0.0
healthcaretech,2023-06,accounts_payable,3156615.7805024423
healthcaretech,2023-06,debt,8250000.0
healthcaretech,2023-06,equity,-2031424.7220877223
healthcaretech,2023-06,operating_cash_flow,-604692.6737283228
healthcaretech,2023-06,investing_cash_flow,-193764.5409482746
healthcaretech,2023-06,financing_cash_flow,-68038.71764971431
healthcaretech,2023-06,net_cash_flow,-866495.9323263117
healthcaretech,2023-06,total_assets,9375191.05841472
healthcaretech,2023-06,total_liabilities_and_equity,9375191.05841472
healthcaretech,2023-07,revenue,5021559.817898154
healthcaretech,2023-07,cogs,2212506.1489857836
healthcaretech,2023-07,gross_profit,2809053.6689123707
healthcaretech,2023-07,sales_marketing,1576180.8405503149
healthcaretech,2023-07,rd,896109.826514315
healthcaretech,2023-07,ga,757817.6779154219
healthcaretech,2023-07,ebitda,-421054.67606768105
healthcaretech,2023-07,net_income,-455429.67606768105
healthcaretech,2023-07,cash,0.0
healthcaretech,2023-07,accounts_receivable,9206192.99947995
healthcaretech,2023-07,inventory,0.0
healthcaretech,2023-07,accounts_payable,2950008.1986477114
healthcaretech,2023-07,debt,8250000.0
healthcaretech,2023-07,equity,-1993815.199167762
healthcaretech,2023-07,operating_cash_flow,-355128.16245296283
healthcaretech,2023-07,investing_cash_flow,-306641.73969540995
healthcaretech,2023-07,financing_cash_flow,-4773.699285140076
healthcaretech,2023-07,net_cash_flow,-666543.6014335128
healthcaretech,2023-07,total_assets,9206192.99947995
healthcaretech,2023-07,total_liabilities_and_equity,9206192.99947995
healthcaretech,2023-08,revenue,5343385.869233979
healthcaretech,2023-08,cogs,2357248.764169341
healthcaretech,2023-08,gross_profit,2986137.105064638
healthcaretech,2023-08,sales_marketing,1705763.2033613054
healthcaretech,2023-08,rd,761176.6288919641
healthcaretech,2023-08,ga,802235.1354230345
healthcaretech,2023-08,ebitda,-283037.86261166586
healthcaretech,2023-08,net_income,-317412.86261166586
healthcaretech,2023-08,cash,0.0
healthcaretech,2023-08,accounts_receivable,9796207.426928962
healthcaretech,2023-08,inventory,0.0
healthcaretech,2023-08,accounts_payable,3142998.352225788
healthcaretech,2023-08,debt,8250000.0
healthcaretech,2023-08,equity,-1596790.9252968263
healthcaretech,2023-08,operating_cash_flow,-247162.87202245495
healthcaretech,2023-08,investing_cash_flow,-207672.274921386
healthcaretech,2023-08,financing_cash_flow,-75404.53547787314
